Orders.Sub-Category,Orders.Segment,Orders.Region,Orders.Ship Mode,Orders.Customer Name,Orders.Country,Orders.Category,Orders.State,Orders.City,CountNonNull(Orders.Postal Code),Sum(Orders.Discount)
Fasteners,Consumer,Central,Standard Class,Frank Olsen,United States,Office Supplies,Texas,Houston,,
Paper,Consumer,Central,Standard Class,Frank Olsen,United States,Office Supplies,Texas,Houston,,
Appliances,Consumer,Central,Standard Class,Nora Preis,United States,Office Supplies,Illinois,Chicago,,
Art,Consumer,Central,Standard Class,Nora Preis,United States,Office Supplies,Illinois,Chicago,,
Binders,Consumer,Central,Standard Class,Nora Preis,United States,Office Supplies,Illinois,Chicago,1,0.8
Fasteners,Consumer,Central,Standard Class,Nora Preis,United States,Office Supplies,Illinois,Chicago,,
Paper,Consumer,Central,Standard Class,Nora Preis,United States,Office Supplies,Illinois,Chicago,1,0.2
Appliances,Consumer,Central,Standard Class,Rose O'Brian,United States,Office Supplies,Texas,Houston,1,0.8
Art,Consumer,Central,Standard Class,Rose O'Brian,United States,Office Supplies,Texas,Houston,1,0.2
Binders,Consumer,Central,Standard Class,Rose O'Brian,United States,Office Supplies,Texas,Houston,,
Fasteners,Consumer,Central,Standard Class,Rose O'Brian,United States,Office Supplies,Texas,Houston,,
Paper,Consumer,Central,Standard Class,Rose O'Brian,United States,Office Supplies,Texas,Houston,,
Appliances,Consumer,Central,Standard Class,Shahid Collister,United States,Office Supplies,Texas,Houston,,
Art,Consumer,Central,Standard Class,Shahid Collister,United States,Office Supplies,Texas,Houston,,
Binders,Consumer,Central,Standard Class,Shahid Collister,United States,Office Supplies,Texas,Houston,1,0.8
Fasteners,Consumer,Central,Standard Class,Shahid Collister,United States,Office Supplies,Texas,Houston,,
Paper,Consumer,Central,Standard Class,Shahid Collister,United States,Office Supplies,Texas,Houston,,
Appliances,Consumer,Central,Standard Class,Shahid Collister,United States,Office Supplies,Texas,El Paso,,
Art,Consumer,Central,Standard Class,Shahid Collister,United States,Office Supplies,Texas,El Paso,,
Binders,Consumer,Central,Standard Class,Shahid Collister,United States,Office Supplies,Texas,El Paso,,
Fasteners,Consumer,Central,Standard Class,Shahid Collister,United States,Office Supplies,Texas,El Paso,1,0.2
Paper,Consumer,Central,Standard Class,Shahid Collister,United States,Office Supplies,Texas,El Paso,,
Appliances,Consumer,Central,Standard Class,Adam Shillingsburg,United States,Office Supplies,Illinois,Chicago,,
Art,Consumer,Central,Standard Class,Adam Shillingsburg,United States,Office Supplies,Illinois,Chicago,,
Binders,Consumer,Central,Standard Class,Adam Shillingsburg,United States,Office Supplies,Illinois,Chicago,1,0.8
Fasteners,Consumer,Central,Standard Class,Adam Shillingsburg,United States,Office Supplies,Illinois,Chicago,,
Paper,Consumer,Central,Standard Class,Adam Shillingsburg,United States,Office Supplies,Illinois,Chicago,,
Appliances,Consumer,Central,Standard Class,Adam Shillingsburg,United States,Office Supplies,Missouri,Springfield,,
Art,Consumer,Central,Standard Class,Adam Shillingsburg,United States,Office Supplies,Missouri,Springfield,,
Binders,Consumer,Central,Standard Class,Adam Shillingsburg,United States,Office Supplies,Missouri,Springfield,1,0
Fasteners,Consumer,Central,Standard Class,Adam Shillingsburg,United States,Office Supplies,Missouri,Springfield,,
Paper,Consumer,Central,Standard Class,Adam Shillingsburg,United States,Office Supplies,Missouri,Springfield,1,0
Appliances,Consumer,Central,Standard Class,Ben Wallace,United States,Office Supplies,Illinois,Skokie,,
Art,Consumer,Central,Standard Class,Ben Wallace,United States,Office Supplies,Illinois,Skokie,,
Binders,Consumer,Central,Standard Class,Ben Wallace,United States,Office Supplies,Illinois,Skokie,1,0.8
Fasteners,Consumer,Central,Standard Class,Ben Wallace,United States,Office Supplies,Illinois,Skokie,,
Paper,Consumer,Central,Standard Class,Ben Wallace,United States,Office Supplies,Illinois,Skokie,,
Appliances,Consumer,Central,Standard Class,Carlos Soltero,United States,Office Supplies,Illinois,Chicago,,
Art,Consumer,Central,Standard Class,Carlos Soltero,United States,Office Supplies,Illinois,Chicago,,
Binders,Consumer,Central,Standard Class,Carlos Soltero,United States,Office Supplies,Illinois,Chicago,1,0.8
Fasteners,Consumer,Central,Standard Class,Carlos Soltero,United States,Office Supplies,Illinois,Chicago,,
Paper,Consumer,Central,Standard Class,Carlos Soltero,United States,Office Supplies,Illinois,Chicago,,
Appliances,Consumer,Central,Standard Class,Carol Triggs,United States,Office Supplies,Texas,Irving,1,0.8
Art,Consumer,Central,Standard Class,Carol Triggs,United States,Office Supplies,Texas,Irving,,
Binders,Consumer,Central,Standard Class,Carol Triggs,United States,Office Supplies,Texas,Irving,,
Fasteners,Consumer,Central,Standard Class,Carol Triggs,United States,Office Supplies,Texas,Irving,,
Paper,Consumer,Central,Standard Class,Carol Triggs,United States,Office Supplies,Texas,Irving,,
Appliances,Consumer,Central,Standard Class,Carol Triggs,United States,Office Supplies,Minnesota,Apple Valley,,
Art,Consumer,Central,Standard Class,Carol Triggs,United States,Office Supplies,Minnesota,Apple Valley,1,0
Binders,Consumer,Central,Standard Class,Carol Triggs,United States,Office Supplies,Minnesota,Apple Valley,,
Fasteners,Consumer,Central,Standard Class,Carol Triggs,United States,Office Supplies,Minnesota,Apple Valley,,
Paper,Consumer,Central,Standard Class,Carol Triggs,United States,Office Supplies,Minnesota,Apple Valley,,
Appliances,Consumer,Central,Standard Class,Carol Triggs,United States,Office Supplies,Minnesota,Rochester,,
Art,Consumer,Central,Standard Class,Carol Triggs,United States,Office Supplies,Minnesota,Rochester,,
Binders,Consumer,Central,Standard Class,Carol Triggs,United States,Office Supplies,Minnesota,Rochester,1,0
Fasteners,Consumer,Central,Standard Class,Carol Triggs,United States,Office Supplies,Minnesota,Rochester,,
Paper,Consumer,Central,Standard Class,Carol Triggs,United States,Office Supplies,Minnesota,Rochester,,
Appliances,Consumer,Central,Standard Class,Cassandra Brandow,United States,Office Supplies,Texas,Arlington,,
Art,Consumer,Central,Standard Class,Cassandra Brandow,United States,Office Supplies,Texas,Arlington,,
Binders,Consumer,Central,Standard Class,Cassandra Brandow,United States,Office Supplies,Texas,Arlington,1,0.8
Fasteners,Consumer,Central,Standard Class,Cassandra Brandow,United States,Office Supplies,Texas,Arlington,,
Paper,Consumer,Central,Standard Class,Cassandra Brandow,United States,Office Supplies,Texas,Arlington,,
Appliances,Consumer,Central,Standard Class,Christopher Conant,United States,Office Supplies,Texas,Houston,,
Art,Consumer,Central,Standard Class,Christopher Conant,United States,Office Supplies,Texas,Houston,,
Binders,Consumer,Central,Standard Class,Christopher Conant,United States,Office Supplies,Texas,Houston,1,0.8
Fasteners,Consumer,Central,Standard Class,Christopher Conant,United States,Office Supplies,Texas,Houston,,
Paper,Consumer,Central,Standard Class,Christopher Conant,United States,Office Supplies,Texas,Houston,,
Appliances,Consumer,Central,Standard Class,Clytie Kelty,United States,Office Supplies,Illinois,Chicago,,
Art,Consumer,Central,Standard Class,Clytie Kelty,United States,Office Supplies,Illinois,Chicago,,
Binders,Consumer,Central,Standard Class,Clytie Kelty,United States,Office Supplies,Illinois,Chicago,1,0.8
Fasteners,Consumer,Central,Standard Class,Clytie Kelty,United States,Office Supplies,Illinois,Chicago,,
Paper,Consumer,Central,Standard Class,Clytie Kelty,United States,Office Supplies,Illinois,Chicago,,
Appliances,Consumer,Central,Standard Class,David Flashing,United States,Office Supplies,Illinois,Rockford,,
Art,Consumer,Central,Standard Class,David Flashing,United States,Office Supplies,Illinois,Rockford,,
Binders,Consumer,Central,Standard Class,David Flashing,United States,Office Supplies,Illinois,Rockford,1,0.8
Fasteners,Consumer,Central,Standard Class,David Flashing,United States,Office Supplies,Illinois,Rockford,,
Paper,Consumer,Central,Standard Class,David Flashing,United States,Office Supplies,Illinois,Rockford,,
Appliances,Consumer,Central,Standard Class,Dean Braden,United States,Office Supplies,Texas,Houston,,
Art,Consumer,Central,Standard Class,Dean Braden,United States,Office Supplies,Texas,Houston,,
Binders,Consumer,Central,Standard Class,Dean Braden,United States,Office Supplies,Texas,Houston,1,0.8
Fasteners,Consumer,Central,Standard Class,Dean Braden,United States,Office Supplies,Texas,Houston,,
Paper,Consumer,Central,Standard Class,Dean Braden,United States,Office Supplies,Texas,Houston,,
Appliances,Consumer,Central,Standard Class,Duane Benoit,United States,Office Supplies,Texas,Houston,,
Art,Consumer,Central,Standard Class,Duane Benoit,United States,Office Supplies,Texas,Houston,,
Binders,Consumer,Central,Standard Class,Duane Benoit,United States,Office Supplies,Texas,Houston,1,0.8
Fasteners,Consumer,Central,Standard Class,Duane Benoit,United States,Office Supplies,Texas,Houston,,
Paper,Consumer,Central,Standard Class,Duane Benoit,United States,Office Supplies,Texas,Houston,,
Appliances,Consumer,Central,Standard Class,Eric Murdock,United States,Office Supplies,Illinois,Quincy,,
Art,Consumer,Central,Standard Class,Eric Murdock,United States,Office Supplies,Illinois,Quincy,,
Binders,Consumer,Central,Standard Class,Eric Murdock,United States,Office Supplies,Illinois,Quincy,1,0.8
Fasteners,Consumer,Central,Standard Class,Eric Murdock,United States,Office Supplies,Illinois,Quincy,,
Paper,Consumer,Central,Standard Class,Eric Murdock,United States,Office Supplies,Illinois,Quincy,,
Appliances,Consumer,Central,Standard Class,Hunter Glantz,United States,Office Supplies,Texas,Fort Worth,1,0.8
Art,Consumer,Central,Standard Class,Hunter Glantz,United States,Office Supplies,Texas,Fort Worth,,
Binders,Consumer,Central,Standard Class,Hunter Glantz,United States,Office Supplies,Texas,Fort Worth,,
Fasteners,Consumer,Central,Standard Class,Hunter Glantz,United States,Office Supplies,Texas,Fort Worth,,
Paper,Consumer,Central,Standard Class,Hunter Glantz,United States,Office Supplies,Texas,Fort Worth,,
Appliances,Consumer,Central,Standard Class,Hunter Glantz,United States,Office Supplies,Minnesota,Lakeville,,
Art,Consumer,Central,Standard Class,Hunter Glantz,United States,Office Supplies,Minnesota,Lakeville,1,0
Binders,Consumer,Central,Standard Class,Hunter Glantz,United States,Office Supplies,Minnesota,Lakeville,,
Fasteners,Consumer,Central,Standard Class,Hunter Glantz,United States,Office Supplies,Minnesota,Lakeville,,
Paper,Consumer,Central,Standard Class,Hunter Glantz,United States,Office Supplies,Minnesota,Lakeville,,
Appliances,Consumer,Central,Standard Class,Janet Lee,United States,Office Supplies,Illinois,Chicago,1,0.8
Art,Consumer,Central,Standard Class,Janet Lee,United States,Office Supplies,Illinois,Chicago,,
Binders,Consumer,Central,Standard Class,Janet Lee,United States,Office Supplies,Illinois,Chicago,,
Fasteners,Consumer,Central,Standard Class,Janet Lee,United States,Office Supplies,Illinois,Chicago,,
Paper,Consumer,Central,Standard Class,Janet Lee,United States,Office Supplies,Illinois,Chicago,,
Appliances,Consumer,Central,Standard Class,Joel Eaton,United States,Office Supplies,Illinois,Frankfort,1,0.8
Art,Consumer,Central,Standard Class,Joel Eaton,United States,Office Supplies,Illinois,Frankfort,,
Binders,Consumer,Central,Standard Class,Joel Eaton,United States,Office Supplies,Illinois,Frankfort,,
Fasteners,Consumer,Central,Standard Class,Joel Eaton,United States,Office Supplies,Illinois,Frankfort,,
Paper,Consumer,Central,Standard Class,Joel Eaton,United States,Office Supplies,Illinois,Frankfort,,
Appliances,Consumer,Central,Standard Class,Julia West,United States,Office Supplies,Illinois,Chicago,1,0.8
Art,Consumer,Central,Standard Class,Julia West,United States,Office Supplies,Illinois,Chicago,,
Binders,Consumer,Central,Standard Class,Julia West,United States,Office Supplies,Illinois,Chicago,,
Fasteners,Consumer,Central,Standard Class,Julia West,United States,Office Supplies,Illinois,Chicago,,
Paper,Consumer,Central,Standard Class,Julia West,United States,Office Supplies,Illinois,Chicago,,
Appliances,Consumer,Central,Standard Class,Katrina Willman,United States,Office Supplies,Texas,Austin,,
Art,Consumer,Central,Standard Class,Katrina Willman,United States,Office Supplies,Texas,Austin,,
Binders,Consumer,Central,Standard Class,Katrina Willman,United States,Office Supplies,Texas,Austin,1,0.8
Fasteners,Consumer,Central,Standard Class,Katrina Willman,United States,Office Supplies,Texas,Austin,,
Paper,Consumer,Central,Standard Class,Katrina Willman,United States,Office Supplies,Texas,Austin,,
Appliances,Consumer,Central,Standard Class,Kelly Collister,United States,Office Supplies,Texas,Houston,,
Art,Consumer,Central,Standard Class,Kelly Collister,United States,Office Supplies,Texas,Houston,,
Binders,Consumer,Central,Standard Class,Kelly Collister,United States,Office Supplies,Texas,Houston,1,0.8
Fasteners,Consumer,Central,Standard Class,Kelly Collister,United States,Office Supplies,Texas,Houston,,
Paper,Consumer,Central,Standard Class,Kelly Collister,United States,Office Supplies,Texas,Houston,,
Appliances,Consumer,Central,Standard Class,Laurel Elliston,United States,Office Supplies,Illinois,Chicago,,
Art,Consumer,Central,Standard Class,Laurel Elliston,United States,Office Supplies,Illinois,Chicago,,
Binders,Consumer,Central,Standard Class,Laurel Elliston,United States,Office Supplies,Illinois,Chicago,1,0.8
Fasteners,Consumer,Central,Standard Class,Laurel Elliston,United States,Office Supplies,Illinois,Chicago,,
Paper,Consumer,Central,Standard Class,Laurel Elliston,United States,Office Supplies,Illinois,Chicago,,
Appliances,Consumer,Central,Standard Class,Maureen Gnade,United States,Office Supplies,Illinois,Chicago,1,0.8
Art,Consumer,Central,Standard Class,Maureen Gnade,United States,Office Supplies,Illinois,Chicago,,
Binders,Consumer,Central,Standard Class,Maureen Gnade,United States,Office Supplies,Illinois,Chicago,,
Fasteners,Consumer,Central,Standard Class,Maureen Gnade,United States,Office Supplies,Illinois,Chicago,,
Paper,Consumer,Central,Standard Class,Maureen Gnade,United States,Office Supplies,Illinois,Chicago,,
Appliances,Consumer,Central,Standard Class,Michael Oakman,United States,Office Supplies,Texas,Dallas,1,0.8
Art,Consumer,Central,Standard Class,Michael Oakman,United States,Office Supplies,Texas,Dallas,,
Binders,Consumer,Central,Standard Class,Michael Oakman,United States,Office Supplies,Texas,Dallas,,
Fasteners,Consumer,Central,Standard Class,Michael Oakman,United States,Office Supplies,Texas,Dallas,,
Paper,Consumer,Central,Standard Class,Michael Oakman,United States,Office Supplies,Texas,Dallas,,
Appliances,Consumer,Central,Standard Class,Michelle Huthwaite,United States,Office Supplies,Illinois,Chicago,,
Art,Consumer,Central,Standard Class,Michelle Huthwaite,United States,Office Supplies,Illinois,Chicago,,
Binders,Consumer,Central,Standard Class,Michelle Huthwaite,United States,Office Supplies,Illinois,Chicago,1,0.8
Fasteners,Consumer,Central,Standard Class,Michelle Huthwaite,United States,Office Supplies,Illinois,Chicago,,
Paper,Consumer,Central,Standard Class,Michelle Huthwaite,United States,Office Supplies,Illinois,Chicago,,
Appliances,Consumer,Central,Standard Class,Pete Takahito,United States,Office Supplies,Illinois,Chicago,,
Art,Consumer,Central,Standard Class,Pete Takahito,United States,Office Supplies,Illinois,Chicago,,
Binders,Consumer,Central,Standard Class,Pete Takahito,United States,Office Supplies,Illinois,Chicago,1,0.8
Fasteners,Consumer,Central,Standard Class,Pete Takahito,United States,Office Supplies,Illinois,Chicago,,
Paper,Consumer,Central,Standard Class,Pete Takahito,United States,Office Supplies,Illinois,Chicago,,
