Orders.Order Date.Variation.Date Hierarchy.Quarter,Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Sub-Category,Orders.Country,Orders.Customer Name,Sum(Orders.Profit),CountNonNull(Orders.Row ID),Sum(Orders.Sales),Sum(Orders.Discount),Sum(Orders.Quantity)
Qtr 2,2016,Accessories,United States,Becky Castell,37.787400000000005,1,89.97,0,3
Qtr 3,2016,Accessories,United States,Becky Castell,,,,,
Qtr 4,2016,Accessories,United States,Becky Castell,,,,,
Qtr 2,2017,Accessories,United States,Becky Castell,10.895999999999997,1,36.32,0,1
Qtr 3,2017,Accessories,United States,Becky Castell,,,,,
Qtr 4,2017,Accessories,United States,Becky Castell,,,,,
Qtr 2,2014,Accessories,United States,Becky Martin,,,,,
Qtr 3,2014,Accessories,United States,Becky Martin,,,,,
Qtr 4,2014,Accessories,United States,Becky Martin,,,,,
Qtr 2,2015,Accessories,United States,Becky Martin,,,,,
Qtr 3,2015,Accessories,United States,Becky Martin,,,,,
Qtr 4,2015,Accessories,United States,Becky Martin,,,,,
Qtr 2,2016,Accessories,United States,Becky Martin,,,,,
Qtr 3,2016,Accessories,United States,Becky Martin,,,,,
Qtr 4,2016,Accessories,United States,Becky Martin,34.38600000000001,1,78.15,0,1
Qtr 2,2017,Accessories,United States,Becky Martin,,,,,
Qtr 3,2017,Accessories,United States,Becky Martin,,,,,
Qtr 4,2017,Accessories,United States,Becky Martin,,,,,
Qtr 2,2014,Accessories,United States,Becky Pak,,,,,
Qtr 3,2014,Accessories,United States,Becky Pak,,,,,
Qtr 4,2014,Accessories,United States,Becky Pak,,,,,
Qtr 2,2015,Accessories,United States,Becky Pak,431.9820000000001,2,1109.95,0,5
Qtr 3,2015,Accessories,United States,Becky Pak,,,,,
Qtr 4,2015,Accessories,United States,Becky Pak,,,,,
Qtr 2,2016,Accessories,United States,Becky Pak,,,,,
Qtr 3,2016,Accessories,United States,Becky Pak,,,,,
Qtr 4,2016,Accessories,United States,Becky Pak,,,,,
Qtr 2,2017,Accessories,United States,Becky Pak,,,,,
Qtr 3,2017,Accessories,United States,Becky Pak,,,,,
Qtr 4,2017,Accessories,United States,Becky Pak,,,,,
Qtr 2,2014,Accessories,United States,Ben Peterman,,,,,
Qtr 3,2014,Accessories,United States,Ben Peterman,,,,,
Qtr 4,2014,Accessories,United States,Ben Peterman,,,,,
Qtr 2,2015,Accessories,United States,Ben Peterman,,,,,
Qtr 3,2015,Accessories,United States,Ben Peterman,,,,,
Qtr 4,2015,Accessories,United States,Ben Peterman,,,,,
Qtr 2,2016,Accessories,United States,Ben Peterman,,,,,
Qtr 3,2016,Accessories,United States,Ben Peterman,,,,,
Qtr 4,2016,Accessories,United States,Ben Peterman,,,,,
Qtr 2,2017,Accessories,United States,Ben Peterman,,,,,
Qtr 3,2017,Accessories,United States,Ben Peterman,209.97899999999993,1,1119.8880000000001,0.2,14
Qtr 4,2017,Accessories,United States,Ben Peterman,4.907999999999998,1,49.08,0,3
Qtr 2,2014,Accessories,United States,Berenike Kampe,,,,,
Qtr 3,2014,Accessories,United States,Berenike Kampe,,,,,
Qtr 4,2014,Accessories,United States,Berenike Kampe,,,,,
Qtr 2,2015,Accessories,United States,Berenike Kampe,,,,,
Qtr 3,2015,Accessories,United States,Berenike Kampe,,,,,
Qtr 4,2015,Accessories,United States,Berenike Kampe,,,,,
Qtr 2,2016,Accessories,United States,Berenike Kampe,,,,,
Qtr 3,2016,Accessories,United States,Berenike Kampe,,,,,
Qtr 4,2016,Accessories,United States,Berenike Kampe,,,,,
Qtr 2,2017,Accessories,United States,Berenike Kampe,,,,,
Qtr 3,2017,Accessories,United States,Berenike Kampe,,,,,
Qtr 4,2017,Accessories,United States,Berenike Kampe,15.298799999999996,1,46.36,0,4
Qtr 2,2014,Accessories,United States,Bill Shonely,,,,,
Qtr 3,2014,Accessories,United States,Bill Shonely,,,,,
Qtr 4,2014,Accessories,United States,Bill Shonely,,,,,
Qtr 2,2015,Accessories,United States,Bill Shonely,,,,,
Qtr 3,2015,Accessories,United States,Bill Shonely,,,,,
Qtr 4,2015,Accessories,United States,Bill Shonely,,,,,
Qtr 2,2016,Accessories,United States,Bill Shonely,0.5519999999999996,1,6.9,0,1
Qtr 3,2016,Accessories,United States,Bill Shonely,,,,,
Qtr 4,2016,Accessories,United States,Bill Shonely,,,,,
Qtr 2,2017,Accessories,United States,Bill Shonely,,,,,
Qtr 3,2017,Accessories,United States,Bill Shonely,,,,,
Qtr 4,2017,Accessories,United States,Bill Shonely,,,,,
Qtr 2,2014,Accessories,United States,Bill Stewart,,,,,
Qtr 3,2014,Accessories,United States,Bill Stewart,,,,,
Qtr 4,2014,Accessories,United States,Bill Stewart,,,,,
Qtr 2,2015,Accessories,United States,Bill Stewart,,,,,
Qtr 3,2015,Accessories,United States,Bill Stewart,,,,,
Qtr 4,2015,Accessories,United States,Bill Stewart,,,,,
Qtr 2,2016,Accessories,United States,Bill Stewart,,,,,
Qtr 3,2016,Accessories,United States,Bill Stewart,,,,,
Qtr 4,2016,Accessories,United States,Bill Stewart,,,,,
Qtr 2,2017,Accessories,United States,Bill Stewart,,,,,
Qtr 3,2017,Accessories,United States,Bill Stewart,,,,,
Qtr 4,2017,Accessories,United States,Bill Stewart,-1.7495000000000118,1,139.96000000000004,0.2,5
Qtr 2,2014,Accessories,United States,Bobby Elias,,,,,
Qtr 3,2014,Accessories,United States,Bobby Elias,,,,,
Qtr 4,2014,Accessories,United States,Bobby Elias,,,,,
Qtr 2,2015,Accessories,United States,Bobby Elias,,,,,
Qtr 3,2015,Accessories,United States,Bobby Elias,,,,,
Qtr 4,2015,Accessories,United States,Bobby Elias,,,,,
Qtr 2,2016,Accessories,United States,Bobby Elias,,,,,
Qtr 3,2016,Accessories,United States,Bobby Elias,,,,,
Qtr 4,2016,Accessories,United States,Bobby Elias,544.4174999999998,1,1649.75,0,5
Qtr 2,2017,Accessories,United States,Bobby Elias,,,,,
Qtr 3,2017,Accessories,United States,Bobby Elias,,,,,
Qtr 4,2017,Accessories,United States,Bobby Elias,,,,,
Qtr 2,2014,Accessories,United States,Bradley Talbott,,,,,
Qtr 3,2014,Accessories,United States,Bradley Talbott,,,,,
Qtr 4,2014,Accessories,United States,Bradley Talbott,,,,,
Qtr 2,2015,Accessories,United States,Bradley Talbott,,,,,
Qtr 3,2015,Accessories,United States,Bradley Talbott,,,,,
Qtr 4,2015,Accessories,United States,Bradley Talbott,,,,,
Qtr 2,2016,Accessories,United States,Bradley Talbott,,,,,
Qtr 3,2016,Accessories,United States,Bradley Talbott,,,,,
Qtr 4,2016,Accessories,United States,Bradley Talbott,,,,,
Qtr 2,2017,Accessories,United States,Bradley Talbott,,,,,
Qtr 3,2017,Accessories,United States,Bradley Talbott,47.993999999999986,1,159.98,0,2
Qtr 4,2017,Accessories,United States,Bradley Talbott,,,,,
Qtr 2,2014,Accessories,United States,Brenda Bowman,,,,,
Qtr 3,2014,Accessories,United States,Brenda Bowman,,,,,
Qtr 4,2014,Accessories,United States,Brenda Bowman,,,,,
Qtr 2,2015,Accessories,United States,Brenda Bowman,,,,,
Qtr 3,2015,Accessories,United States,Brenda Bowman,,,,,
Qtr 4,2015,Accessories,United States,Brenda Bowman,,,,,
Qtr 2,2016,Accessories,United States,Brenda Bowman,,,,,
Qtr 3,2016,Accessories,United States,Brenda Bowman,,,,,
Qtr 4,2016,Accessories,United States,Brenda Bowman,63.599599999999995,2,255.96800000000002,0.2,12
Qtr 2,2017,Accessories,United States,Brenda Bowman,,,,,
Qtr 3,2017,Accessories,United States,Brenda Bowman,,,,,
Qtr 4,2017,Accessories,United States,Brenda Bowman,,,,,
Qtr 2,2014,Accessories,United States,Brendan Dodson,,,,,
Qtr 3,2014,Accessories,United States,Brendan Dodson,,,,,
Qtr 4,2014,Accessories,United States,Brendan Dodson,,,,,
Qtr 2,2015,Accessories,United States,Brendan Dodson,36.4704,1,151.96,0,4
Qtr 3,2015,Accessories,United States,Brendan Dodson,,,,,
Qtr 4,2015,Accessories,United States,Brendan Dodson,,,,,
Qtr 2,2016,Accessories,United States,Brendan Dodson,,,,,
Qtr 3,2016,Accessories,United States,Brendan Dodson,,,,,
Qtr 4,2016,Accessories,United States,Brendan Dodson,,,,,
Qtr 2,2017,Accessories,United States,Brendan Dodson,,,,,
Qtr 3,2017,Accessories,United States,Brendan Dodson,,,,,
Qtr 4,2017,Accessories,United States,Brendan Dodson,,,,,
Qtr 2,2014,Accessories,United States,Brendan Murry,,,,,
Qtr 3,2014,Accessories,United States,Brendan Murry,,,,,
Qtr 4,2014,Accessories,United States,Brendan Murry,,,,,
Qtr 2,2015,Accessories,United States,Brendan Murry,,,,,
Qtr 3,2015,Accessories,United States,Brendan Murry,,,,,
Qtr 4,2015,Accessories,United States,Brendan Murry,,,,,
Qtr 2,2016,Accessories,United States,Brendan Murry,,,,,
Qtr 3,2016,Accessories,United States,Brendan Murry,,,,,
Qtr 4,2016,Accessories,United States,Brendan Murry,3.903200000000002,1,27.88,0,2
Qtr 2,2017,Accessories,United States,Brendan Murry,,,,,
Qtr 3,2017,Accessories,United States,Brendan Murry,,,,,
Qtr 4,2017,Accessories,United States,Brendan Murry,,,,,
Qtr 2,2014,Accessories,United States,Brian Dahlen,,,,,
Qtr 3,2014,Accessories,United States,Brian Dahlen,,,,,
Qtr 4,2014,Accessories,United States,Brian Dahlen,,,,,
Qtr 2,2015,Accessories,United States,Brian Dahlen,10.202999999999994,1,53.699999999999996,0,6
Qtr 3,2015,Accessories,United States,Brian Dahlen,,,,,
Qtr 4,2015,Accessories,United States,Brian Dahlen,,,,,
Qtr 2,2016,Accessories,United States,Brian Dahlen,,,,,
Qtr 3,2016,Accessories,United States,Brian Dahlen,,,,,
Qtr 4,2016,Accessories,United States,Brian Dahlen,,,,,
Qtr 2,2017,Accessories,United States,Brian Dahlen,,,,,
Qtr 3,2017,Accessories,United States,Brian Dahlen,2.458499999999999,1,17.880000000000003,0.2,3
Qtr 4,2017,Accessories,United States,Brian Dahlen,,,,,
Qtr 2,2014,Accessories,United States,Brian Moss,,,,,
Qtr 3,2014,Accessories,United States,Brian Moss,,,,,
Qtr 4,2014,Accessories,United States,Brian Moss,,,,,
Qtr 2,2015,Accessories,United States,Brian Moss,,,,,
Qtr 3,2015,Accessories,United States,Brian Moss,,,,,
Qtr 4,2015,Accessories,United States,Brian Moss,111.59099999999995,1,619.9499999999999,0,5
Qtr 2,2016,Accessories,United States,Brian Moss,,,,,
Qtr 3,2016,Accessories,United States,Brian Moss,,,,,
Qtr 4,2016,Accessories,United States,Brian Moss,,,,,
Qtr 2,2017,Accessories,United States,Brian Moss,,,,,
Qtr 3,2017,Accessories,United States,Brian Moss,,,,,
Qtr 4,2017,Accessories,United States,Brian Moss,411.5013000000001,2,970.3500000000001,0,12
Qtr 2,2014,Accessories,United States,Brian Stugart,1.079699999999999,1,86.376,0.2,3
Qtr 3,2014,Accessories,United States,Brian Stugart,,,,,
Qtr 4,2014,Accessories,United States,Brian Stugart,,,,,
Qtr 2,2015,Accessories,United States,Brian Stugart,,,,,
Qtr 3,2015,Accessories,United States,Brian Stugart,,,,,
Qtr 4,2015,Accessories,United States,Brian Stugart,,,,,
Qtr 2,2016,Accessories,United States,Brian Stugart,,,,,
Qtr 3,2016,Accessories,United States,Brian Stugart,,,,,
Qtr 4,2016,Accessories,United States,Brian Stugart,,,,,
Qtr 2,2017,Accessories,United States,Brian Stugart,,,,,
Qtr 3,2017,Accessories,United States,Brian Stugart,,,,,
Qtr 4,2017,Accessories,United States,Brian Stugart,,,,,
Qtr 2,2014,Accessories,United States,Brosina Hoffman,,,,,
Qtr 3,2014,Accessories,United States,Brosina Hoffman,,,,,
Qtr 4,2014,Accessories,United States,Brosina Hoffman,,,,,
Qtr 2,2015,Accessories,United States,Brosina Hoffman,,,,,
Qtr 3,2015,Accessories,United States,Brosina Hoffman,,,,,
Qtr 4,2015,Accessories,United States,Brosina Hoffman,,,,,
Qtr 2,2016,Accessories,United States,Brosina Hoffman,,,,,
Qtr 3,2016,Accessories,United States,Brosina Hoffman,,,,,
Qtr 4,2016,Accessories,United States,Brosina Hoffman,,,,,
Qtr 2,2017,Accessories,United States,Brosina Hoffman,-0.9012000000000011,1,36.048,0.2,3
Qtr 3,2017,Accessories,United States,Brosina Hoffman,,,,,
Qtr 4,2017,Accessories,United States,Brosina Hoffman,23.4,1,52,0,4
Qtr 2,2014,Accessories,United States,Bryan Davis,,,,,
Qtr 3,2014,Accessories,United States,Bryan Davis,,,,,
Qtr 4,2014,Accessories,United States,Bryan Davis,,,,,
Qtr 2,2015,Accessories,United States,Bryan Davis,,,,,
Qtr 3,2015,Accessories,United States,Bryan Davis,,,,,
Qtr 4,2015,Accessories,United States,Bryan Davis,,,,,
Qtr 2,2016,Accessories,United States,Bryan Davis,,,,,
Qtr 3,2016,Accessories,United States,Bryan Davis,,,,,
Qtr 4,2016,Accessories,United States,Bryan Davis,14.992499999999996,1,59.97,0,3
Qtr 2,2017,Accessories,United States,Bryan Davis,,,,,
Qtr 3,2017,Accessories,United States,Bryan Davis,,,,,
Qtr 4,2017,Accessories,United States,Bryan Davis,,,,,
Qtr 2,2014,Accessories,United States,Candace McMahon,,,,,
Qtr 3,2014,Accessories,United States,Candace McMahon,,,,,
Qtr 4,2014,Accessories,United States,Candace McMahon,,,,,
Qtr 2,2015,Accessories,United States,Candace McMahon,,,,,
Qtr 3,2015,Accessories,United States,Candace McMahon,,,,,
Qtr 4,2015,Accessories,United States,Candace McMahon,,,,,
Qtr 2,2016,Accessories,United States,Candace McMahon,,,,,
Qtr 3,2016,Accessories,United States,Candace McMahon,,,,,
Qtr 4,2016,Accessories,United States,Candace McMahon,,,,,
Qtr 2,2017,Accessories,United States,Candace McMahon,54.39359999999998,1,271.968,0.2,4
Qtr 3,2017,Accessories,United States,Candace McMahon,11.613,1,33.18,0,2
Qtr 4,2017,Accessories,United States,Candace McMahon,,,,,
Qtr 2,2014,Accessories,United States,Carl Weiss,10.397399999999998,1,63.98400000000001,0.2,2
Qtr 3,2014,Accessories,United States,Carl Weiss,,,,,
Qtr 4,2014,Accessories,United States,Carl Weiss,,,,,
Qtr 2,2015,Accessories,United States,Carl Weiss,,,,,
Qtr 3,2015,Accessories,United States,Carl Weiss,,,,,
Qtr 4,2015,Accessories,United States,Carl Weiss,,,,,
Qtr 2,2016,Accessories,United States,Carl Weiss,,,,,
Qtr 3,2016,Accessories,United States,Carl Weiss,,,,,
Qtr 4,2016,Accessories,United States,Carl Weiss,,,,,
Qtr 2,2017,Accessories,United States,Carl Weiss,,,,,
Qtr 3,2017,Accessories,United States,Carl Weiss,,,,,
Qtr 4,2017,Accessories,United States,Carl Weiss,,,,,
Qtr 2,2014,Accessories,United States,Carol Triggs,,,,,
Qtr 3,2014,Accessories,United States,Carol Triggs,,,,,
Qtr 4,2014,Accessories,United States,Carol Triggs,21.59280000000001,1,71.976,0.2,3
Qtr 2,2015,Accessories,United States,Carol Triggs,,,,,
Qtr 3,2015,Accessories,United States,Carol Triggs,,,,,
Qtr 4,2015,Accessories,United States,Carol Triggs,,,,,
Qtr 2,2016,Accessories,United States,Carol Triggs,,,,,
Qtr 3,2016,Accessories,United States,Carol Triggs,,,,,
Qtr 4,2016,Accessories,United States,Carol Triggs,,,,,
Qtr 2,2017,Accessories,United States,Carol Triggs,,,,,
Qtr 3,2017,Accessories,United States,Carol Triggs,,,,,
Qtr 4,2017,Accessories,United States,Carol Triggs,,,,,
Qtr 2,2014,Accessories,United States,Caroline Jumper,,,,,
Qtr 3,2014,Accessories,United States,Caroline Jumper,,,,,
Qtr 4,2014,Accessories,United States,Caroline Jumper,,,,,
Qtr 2,2015,Accessories,United States,Caroline Jumper,,,,,
Qtr 3,2015,Accessories,United States,Caroline Jumper,,,,,
Qtr 4,2015,Accessories,United States,Caroline Jumper,,,,,
Qtr 2,2016,Accessories,United States,Caroline Jumper,21.994499999999988,1,199.95000000000002,0,5
Qtr 3,2016,Accessories,United States,Caroline Jumper,,,,,
Qtr 4,2016,Accessories,United States,Caroline Jumper,,,,,
Qtr 2,2017,Accessories,United States,Caroline Jumper,,,,,
Qtr 3,2017,Accessories,United States,Caroline Jumper,,,,,
Qtr 4,2017,Accessories,United States,Caroline Jumper,,,,,
Qtr 2,2014,Accessories,United States,Cassandra Brandow,,,,,
Qtr 3,2014,Accessories,United States,Cassandra Brandow,,,,,
Qtr 4,2014,Accessories,United States,Cassandra Brandow,,,,,
Qtr 2,2015,Accessories,United States,Cassandra Brandow,,,,,
Qtr 3,2015,Accessories,United States,Cassandra Brandow,,,,,
Qtr 4,2015,Accessories,United States,Cassandra Brandow,,,,,
Qtr 2,2016,Accessories,United States,Cassandra Brandow,,,,,
Qtr 3,2016,Accessories,United States,Cassandra Brandow,,,,,
Qtr 4,2016,Accessories,United States,Cassandra Brandow,,,,,
Qtr 2,2017,Accessories,United States,Cassandra Brandow,,,,,
Qtr 3,2017,Accessories,United States,Cassandra Brandow,,,,,
Qtr 4,2017,Accessories,United States,Cassandra Brandow,23.99199999999999,1,239.92,0,8
Qtr 2,2014,Accessories,United States,Cathy Armstrong,,,,,
Qtr 3,2014,Accessories,United States,Cathy Armstrong,,,,,
Qtr 4,2014,Accessories,United States,Cathy Armstrong,,,,,
Qtr 2,2015,Accessories,United States,Cathy Armstrong,,,,,
Qtr 3,2015,Accessories,United States,Cathy Armstrong,,,,,
Qtr 4,2015,Accessories,United States,Cathy Armstrong,,,,,
Qtr 2,2016,Accessories,United States,Cathy Armstrong,64.674,1,258.696,0.2,3
Qtr 3,2016,Accessories,United States,Cathy Armstrong,,,,,
Qtr 4,2016,Accessories,United States,Cathy Armstrong,-22.743500000000004,1,139.96000000000004,0.2,5
Qtr 2,2017,Accessories,United States,Cathy Armstrong,,,,,
Qtr 3,2017,Accessories,United States,Cathy Armstrong,,,,,
Qtr 4,2017,Accessories,United States,Cathy Armstrong,,,,,
Qtr 2,2014,Accessories,United States,Cathy Prescott,,,,,
Qtr 3,2014,Accessories,United States,Cathy Prescott,,,,,
Qtr 4,2014,Accessories,United States,Cathy Prescott,,,,,
Qtr 2,2015,Accessories,United States,Cathy Prescott,,,,,
Qtr 3,2015,Accessories,United States,Cathy Prescott,,,,,
Qtr 4,2015,Accessories,United States,Cathy Prescott,,,,,
Qtr 2,2016,Accessories,United States,Cathy Prescott,11.98,1,47.92,0.2,2
Qtr 3,2016,Accessories,United States,Cathy Prescott,,,,,
Qtr 4,2016,Accessories,United States,Cathy Prescott,,,,,
Qtr 2,2017,Accessories,United States,Cathy Prescott,,,,,
Qtr 3,2017,Accessories,United States,Cathy Prescott,,,,,
Qtr 4,2017,Accessories,United States,Cathy Prescott,,,,,
Qtr 2,2014,Accessories,United States,Chad Cunningham,,,,,
Qtr 3,2014,Accessories,United States,Chad Cunningham,,,,,
Qtr 4,2014,Accessories,United States,Chad Cunningham,39.49999999999996,1,395,0,5
Qtr 2,2015,Accessories,United States,Chad Cunningham,,,,,
Qtr 3,2015,Accessories,United States,Chad Cunningham,11.451999999999995,1,114.52,0,7
Qtr 4,2015,Accessories,United States,Chad Cunningham,,,,,
Qtr 2,2016,Accessories,United States,Chad Cunningham,,,,,
Qtr 3,2016,Accessories,United States,Chad Cunningham,,,,,
Qtr 4,2016,Accessories,United States,Chad Cunningham,,,,,
Qtr 2,2017,Accessories,United States,Chad Cunningham,,,,,
Qtr 3,2017,Accessories,United States,Chad Cunningham,,,,,
Qtr 4,2017,Accessories,United States,Chad Cunningham,,,,,
Qtr 2,2014,Accessories,United States,Chad McGuire,,,,,
Qtr 3,2014,Accessories,United States,Chad McGuire,,,,,
Qtr 4,2014,Accessories,United States,Chad McGuire,,,,,
Qtr 2,2015,Accessories,United States,Chad McGuire,,,,,
Qtr 3,2015,Accessories,United States,Chad McGuire,,,,,
Qtr 4,2015,Accessories,United States,Chad McGuire,,,,,
Qtr 2,2016,Accessories,United States,Chad McGuire,,,,,
Qtr 3,2016,Accessories,United States,Chad McGuire,,,,,
Qtr 4,2016,Accessories,United States,Chad McGuire,,,,,
Qtr 2,2017,Accessories,United States,Chad McGuire,,,,,
Qtr 3,2017,Accessories,United States,Chad McGuire,,,,,
Qtr 4,2017,Accessories,United States,Chad McGuire,142.48499999999993,1,474.95,0,5
Qtr 2,2014,Accessories,United States,Charles McCrossin,,,,,
Qtr 3,2014,Accessories,United States,Charles McCrossin,,,,,
Qtr 4,2014,Accessories,United States,Charles McCrossin,,,,,
Qtr 2,2015,Accessories,United States,Charles McCrossin,,,,,
Qtr 3,2015,Accessories,United States,Charles McCrossin,,,,,
Qtr 4,2015,Accessories,United States,Charles McCrossin,,,,,
Qtr 2,2016,Accessories,United States,Charles McCrossin,,,,,
Qtr 3,2016,Accessories,United States,Charles McCrossin,,,,,
Qtr 4,2016,Accessories,United States,Charles McCrossin,9.815999999999995,1,98.16,0,6
Qtr 2,2017,Accessories,United States,Charles McCrossin,,,,,
Qtr 3,2017,Accessories,United States,Charles McCrossin,7.649399999999998,1,23.18,0,2
Qtr 4,2017,Accessories,United States,Charles McCrossin,,,,,
Qtr 2,2014,Accessories,United States,Chloris Kastensmidt,,,,,
Qtr 3,2014,Accessories,United States,Chloris Kastensmidt,,,,,
Qtr 4,2014,Accessories,United States,Chloris Kastensmidt,,,,,
Qtr 2,2015,Accessories,United States,Chloris Kastensmidt,,,,,
Qtr 3,2015,Accessories,United States,Chloris Kastensmidt,,,,,
Qtr 4,2015,Accessories,United States,Chloris Kastensmidt,-4.640999999999998,1,53.040000000000006,0.2,3
Qtr 2,2016,Accessories,United States,Chloris Kastensmidt,,,,,
Qtr 3,2016,Accessories,United States,Chloris Kastensmidt,,,,,
Qtr 4,2016,Accessories,United States,Chloris Kastensmidt,,,,,
Qtr 2,2017,Accessories,United States,Chloris Kastensmidt,,,,,
Qtr 3,2017,Accessories,United States,Chloris Kastensmidt,-13.437900000000006,1,119.44800000000001,0.2,3
Qtr 4,2017,Accessories,United States,Chloris Kastensmidt,,,,,
Qtr 2,2014,Accessories,United States,Chris McAfee,,,,,
