Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Category,Orders.Sub-Category,Orders.Region,Orders.Country,Orders.City,Orders.Customer ID,Orders.Customer Name,Orders.Order ID,Sum(Orders.Discount)
2014,Furniture,Bookcases,East,United States,Milford,DR-12880,Dan Reichenbach,CA-2017-143574,
2015,Furniture,Bookcases,East,United States,Milford,DR-12880,Dan Reichenbach,CA-2017-143574,
2016,Furniture,Bookcases,East,United States,Milford,DR-12880,Dan Reichenbach,CA-2017-143574,
2017,Furniture,Bookcases,East,United States,Milford,DR-12880,Dan Reichenbach,CA-2017-143574,0
2014,Furniture,Bookcases,East,United States,New York City,AS-10090,Adam Shillingsburg,CA-2016-119865,
2015,Furniture,Bookcases,East,United States,New York City,AS-10090,Adam Shillingsburg,CA-2016-119865,
2016,Furniture,Bookcases,East,United States,New York City,AS-10090,Adam Shillingsburg,CA-2016-119865,0.2
2017,Furniture,Bookcases,East,United States,New York City,AS-10090,Adam Shillingsburg,CA-2016-119865,
2014,Furniture,Bookcases,East,United States,New York City,BD-11770,Bryan Davis,CA-2017-115105,
2015,Furniture,Bookcases,East,United States,New York City,BD-11770,Bryan Davis,CA-2017-115105,
2016,Furniture,Bookcases,East,United States,New York City,BD-11770,Bryan Davis,CA-2017-115105,
2017,Furniture,Bookcases,East,United States,New York City,BD-11770,Bryan Davis,CA-2017-115105,0.2
2014,Furniture,Bookcases,East,United States,New York City,BM-11575,Brendan Murry,CA-2015-105102,
2015,Furniture,Bookcases,East,United States,New York City,BM-11575,Brendan Murry,CA-2015-105102,0.2
2016,Furniture,Bookcases,East,United States,New York City,BM-11575,Brendan Murry,CA-2015-105102,
2017,Furniture,Bookcases,East,United States,New York City,BM-11575,Brendan Murry,CA-2015-105102,
2014,Furniture,Bookcases,East,United States,New York City,BM-11650,Brian Moss,CA-2015-100454,
2015,Furniture,Bookcases,East,United States,New York City,BM-11650,Brian Moss,CA-2015-100454,0.2
2016,Furniture,Bookcases,East,United States,New York City,BM-11650,Brian Moss,CA-2015-100454,
2017,Furniture,Bookcases,East,United States,New York City,BM-11650,Brian Moss,CA-2015-100454,
2014,Furniture,Bookcases,East,United States,New York City,BP-11095,Bart Pistole,CA-2017-135377,
2015,Furniture,Bookcases,East,United States,New York City,BP-11095,Bart Pistole,CA-2017-135377,
2016,Furniture,Bookcases,East,United States,New York City,BP-11095,Bart Pistole,CA-2017-135377,
2017,Furniture,Bookcases,East,United States,New York City,BP-11095,Bart Pistole,CA-2017-135377,0.2
2014,Furniture,Bookcases,East,United States,New York City,BT-11440,Bobby Trafton,CA-2014-151946,0.2
2015,Furniture,Bookcases,East,United States,New York City,BT-11440,Bobby Trafton,CA-2014-151946,
2016,Furniture,Bookcases,East,United States,New York City,BT-11440,Bobby Trafton,CA-2014-151946,
2017,Furniture,Bookcases,East,United States,New York City,BT-11440,Bobby Trafton,CA-2014-151946,
2014,Furniture,Bookcases,East,United States,New York City,CD-11920,Carlos Daly,CA-2017-111556,
2015,Furniture,Bookcases,East,United States,New York City,CD-11920,Carlos Daly,CA-2017-111556,
2016,Furniture,Bookcases,East,United States,New York City,CD-11920,Carlos Daly,CA-2017-111556,
2017,Furniture,Bookcases,East,United States,New York City,CD-11920,Carlos Daly,CA-2017-111556,0.2
2014,Furniture,Bookcases,East,United States,New York City,CS-12355,Christine Sundaresam,CA-2017-131233,
2015,Furniture,Bookcases,East,United States,New York City,CS-12355,Christine Sundaresam,CA-2017-131233,
2016,Furniture,Bookcases,East,United States,New York City,CS-12355,Christine Sundaresam,CA-2017-131233,
2017,Furniture,Bookcases,East,United States,New York City,CS-12355,Christine Sundaresam,CA-2017-131233,0.2
2014,Furniture,Bookcases,East,United States,New York City,DP-13165,David Philippe,CA-2014-112158,0.2
2015,Furniture,Bookcases,East,United States,New York City,DP-13165,David Philippe,CA-2014-112158,
2016,Furniture,Bookcases,East,United States,New York City,DP-13165,David Philippe,CA-2014-112158,
2017,Furniture,Bookcases,East,United States,New York City,DP-13165,David Philippe,CA-2014-112158,
2014,Furniture,Bookcases,East,United States,New York City,EN-13780,Edward Nazzal,CA-2016-165848,
2015,Furniture,Bookcases,East,United States,New York City,EN-13780,Edward Nazzal,CA-2016-165848,
2016,Furniture,Bookcases,East,United States,New York City,EN-13780,Edward Nazzal,CA-2016-165848,0.2
2017,Furniture,Bookcases,East,United States,New York City,EN-13780,Edward Nazzal,CA-2016-165848,
2014,Furniture,Bookcases,East,United States,New York City,GM-14440,Gary McGarr,US-2017-121251,
2015,Furniture,Bookcases,East,United States,New York City,GM-14440,Gary McGarr,US-2017-121251,
2016,Furniture,Bookcases,East,United States,New York City,GM-14440,Gary McGarr,US-2017-121251,
2017,Furniture,Bookcases,East,United States,New York City,GM-14440,Gary McGarr,US-2017-121251,0.2
2014,Furniture,Bookcases,East,United States,New York City,GM-14680,Greg Matthias,CA-2016-106243,
2015,Furniture,Bookcases,East,United States,New York City,GM-14680,Greg Matthias,CA-2016-106243,
2016,Furniture,Bookcases,East,United States,New York City,GM-14680,Greg Matthias,CA-2016-106243,0.2
2017,Furniture,Bookcases,East,United States,New York City,GM-14680,Greg Matthias,CA-2016-106243,
2014,Furniture,Bookcases,East,United States,New York City,HG-14845,Harry Greene,CA-2017-141873,
2015,Furniture,Bookcases,East,United States,New York City,HG-14845,Harry Greene,CA-2017-141873,
2016,Furniture,Bookcases,East,United States,New York City,HG-14845,Harry Greene,CA-2017-141873,
2017,Furniture,Bookcases,East,United States,New York City,HG-14845,Harry Greene,CA-2017-141873,0.2
2014,Furniture,Bookcases,East,United States,New York City,JK-15625,Jim Karlsson,CA-2015-113152,
2015,Furniture,Bookcases,East,United States,New York City,JK-15625,Jim Karlsson,CA-2015-113152,0.2
2016,Furniture,Bookcases,East,United States,New York City,JK-15625,Jim Karlsson,CA-2015-113152,
2017,Furniture,Bookcases,East,United States,New York City,JK-15625,Jim Karlsson,CA-2015-113152,
2014,Furniture,Bookcases,East,United States,New York City,JK-16120,Julie Kriz,CA-2016-113425,
2015,Furniture,Bookcases,East,United States,New York City,JK-16120,Julie Kriz,CA-2016-113425,
2016,Furniture,Bookcases,East,United States,New York City,JK-16120,Julie Kriz,CA-2016-113425,0.2
2017,Furniture,Bookcases,East,United States,New York City,JK-16120,Julie Kriz,CA-2016-113425,
2014,Furniture,Bookcases,East,United States,New York City,JL-15235,Janet Lee,CA-2015-137925,
2015,Furniture,Bookcases,East,United States,New York City,JL-15235,Janet Lee,CA-2015-137925,0.2
2016,Furniture,Bookcases,East,United States,New York City,JL-15235,Janet Lee,CA-2015-137925,
2017,Furniture,Bookcases,East,United States,New York City,JL-15235,Janet Lee,CA-2015-137925,
2014,Furniture,Bookcases,East,United States,New York City,JL-15505,Jeremy Lonsdale,CA-2016-138520,
2015,Furniture,Bookcases,East,United States,New York City,JL-15505,Jeremy Lonsdale,CA-2016-138520,
2016,Furniture,Bookcases,East,United States,New York City,JL-15505,Jeremy Lonsdale,CA-2016-138520,0.2
2017,Furniture,Bookcases,East,United States,New York City,JL-15505,Jeremy Lonsdale,CA-2016-138520,
2014,Furniture,Bookcases,East,United States,New York City,KA-16525,Kelly Andreada,CA-2017-168641,
2015,Furniture,Bookcases,East,United States,New York City,KA-16525,Kelly Andreada,CA-2017-168641,
2016,Furniture,Bookcases,East,United States,New York City,KA-16525,Kelly Andreada,CA-2017-168641,
2017,Furniture,Bookcases,East,United States,New York City,KA-16525,Kelly Andreada,CA-2017-168641,0.2
2014,Furniture,Bookcases,East,United States,New York City,MO-17500,Mary O'Rourke,CA-2016-102981,
2015,Furniture,Bookcases,East,United States,New York City,MO-17500,Mary O'Rourke,CA-2016-102981,
2016,Furniture,Bookcases,East,United States,New York City,MO-17500,Mary O'Rourke,CA-2016-102981,0.2
2017,Furniture,Bookcases,East,United States,New York City,MO-17500,Mary O'Rourke,CA-2016-102981,
2014,Furniture,Bookcases,East,United States,New York City,MP-17470,Mark Packer,CA-2015-102281,
2015,Furniture,Bookcases,East,United States,New York City,MP-17470,Mark Packer,CA-2015-102281,0.4
2016,Furniture,Bookcases,East,United States,New York City,MP-17470,Mark Packer,CA-2015-102281,
2017,Furniture,Bookcases,East,United States,New York City,MP-17470,Mark Packer,CA-2015-102281,
2014,Furniture,Bookcases,East,United States,New York City,MP-18175,Mike Pelletier,CA-2014-119151,0.2
2015,Furniture,Bookcases,East,United States,New York City,MP-18175,Mike Pelletier,CA-2014-119151,
2016,Furniture,Bookcases,East,United States,New York City,MP-18175,Mike Pelletier,CA-2014-119151,
2017,Furniture,Bookcases,East,United States,New York City,MP-18175,Mike Pelletier,CA-2014-119151,
2014,Furniture,Bookcases,East,United States,New York City,MW-18220,Mitch Webber,CA-2014-125997,0.2
2015,Furniture,Bookcases,East,United States,New York City,MW-18220,Mitch Webber,CA-2014-125997,
2016,Furniture,Bookcases,East,United States,New York City,MW-18220,Mitch Webber,CA-2014-125997,
2017,Furniture,Bookcases,East,United States,New York City,MW-18220,Mitch Webber,CA-2014-125997,
2014,Furniture,Bookcases,East,United States,New York City,PF-19120,Peter Fuller,US-2015-126977,
2015,Furniture,Bookcases,East,United States,New York City,PF-19120,Peter Fuller,US-2015-126977,0.4
2016,Furniture,Bookcases,East,United States,New York City,PF-19120,Peter Fuller,US-2015-126977,
2017,Furniture,Bookcases,East,United States,New York City,PF-19120,Peter Fuller,US-2015-126977,
2014,Furniture,Bookcases,East,United States,New York City,PO-18865,Patrick O'Donnell,CA-2017-143259,
2015,Furniture,Bookcases,East,United States,New York City,PO-18865,Patrick O'Donnell,CA-2017-143259,
2016,Furniture,Bookcases,East,United States,New York City,PO-18865,Patrick O'Donnell,CA-2017-143259,
2017,Furniture,Bookcases,East,United States,New York City,PO-18865,Patrick O'Donnell,CA-2017-143259,0.2
2014,Furniture,Bookcases,East,United States,New York City,RA-19285,Ralph Arnett,CA-2017-161480,
2015,Furniture,Bookcases,East,United States,New York City,RA-19285,Ralph Arnett,CA-2017-161480,
2016,Furniture,Bookcases,East,United States,New York City,RA-19285,Ralph Arnett,CA-2017-161480,
2017,Furniture,Bookcases,East,United States,New York City,RA-19285,Ralph Arnett,CA-2017-161480,0.2
2014,Furniture,Bookcases,East,United States,New York City,SB-20185,Sarah Brown,CA-2017-116127,
2015,Furniture,Bookcases,East,United States,New York City,SB-20185,Sarah Brown,CA-2017-116127,
2016,Furniture,Bookcases,East,United States,New York City,SB-20185,Sarah Brown,CA-2017-116127,
2017,Furniture,Bookcases,East,United States,New York City,SB-20185,Sarah Brown,CA-2017-116127,0.2
2014,Furniture,Bookcases,East,United States,New York City,SW-20755,Steven Ward,CA-2016-137050,
2015,Furniture,Bookcases,East,United States,New York City,SW-20755,Steven Ward,CA-2016-137050,
2016,Furniture,Bookcases,East,United States,New York City,SW-20755,Steven Ward,CA-2016-137050,0.2
2017,Furniture,Bookcases,East,United States,New York City,SW-20755,Steven Ward,CA-2016-137050,
2014,Furniture,Bookcases,East,United States,Newark,DB-13555,Dorothy Badders,CA-2017-104885,
2015,Furniture,Bookcases,East,United States,Newark,DB-13555,Dorothy Badders,CA-2017-104885,
2016,Furniture,Bookcases,East,United States,Newark,DB-13555,Dorothy Badders,CA-2017-104885,
2017,Furniture,Bookcases,East,United States,Newark,DB-13555,Dorothy Badders,CA-2017-104885,0
2014,Furniture,Bookcases,East,United States,Newark,KL-16645,Ken Lonsdale,CA-2015-115798,
2015,Furniture,Bookcases,East,United States,Newark,KL-16645,Ken Lonsdale,CA-2015-115798,0
2016,Furniture,Bookcases,East,United States,Newark,KL-16645,Ken Lonsdale,CA-2015-115798,
2017,Furniture,Bookcases,East,United States,Newark,KL-16645,Ken Lonsdale,CA-2015-115798,
2014,Furniture,Bookcases,East,United States,Perth Amboy,NR-18550,Nick Radford,CA-2016-152688,
2015,Furniture,Bookcases,East,United States,Perth Amboy,NR-18550,Nick Radford,CA-2016-152688,
2016,Furniture,Bookcases,East,United States,Perth Amboy,NR-18550,Nick Radford,CA-2016-152688,0
2017,Furniture,Bookcases,East,United States,Perth Amboy,NR-18550,Nick Radford,CA-2016-152688,
2014,Furniture,Bookcases,East,United States,Philadelphia,AF-10885,Art Foster,CA-2014-114181,0.5
2015,Furniture,Bookcases,East,United States,Philadelphia,AF-10885,Art Foster,CA-2014-114181,
2016,Furniture,Bookcases,East,United States,Philadelphia,AF-10885,Art Foster,CA-2014-114181,
2017,Furniture,Bookcases,East,United States,Philadelphia,AF-10885,Art Foster,CA-2014-114181,
2014,Furniture,Bookcases,East,United States,Philadelphia,BS-11590,Brendan Sweed,CA-2014-149524,0.5
2015,Furniture,Bookcases,East,United States,Philadelphia,BS-11590,Brendan Sweed,CA-2014-149524,
2016,Furniture,Bookcases,East,United States,Philadelphia,BS-11590,Brendan Sweed,CA-2014-149524,
2017,Furniture,Bookcases,East,United States,Philadelphia,BS-11590,Brendan Sweed,CA-2014-149524,
2014,Furniture,Bookcases,East,United States,Philadelphia,GB-14530,George Bell,CA-2016-159912,
2015,Furniture,Bookcases,East,United States,Philadelphia,GB-14530,George Bell,CA-2016-159912,
2016,Furniture,Bookcases,East,United States,Philadelphia,GB-14530,George Bell,CA-2016-159912,0.5
2017,Furniture,Bookcases,East,United States,Philadelphia,GB-14530,George Bell,CA-2016-159912,
2014,Furniture,Bookcases,East,United States,Philadelphia,JW-15955,Joni Wasserman,US-2015-164238,
2015,Furniture,Bookcases,East,United States,Philadelphia,JW-15955,Joni Wasserman,US-2015-164238,0.5
2016,Furniture,Bookcases,East,United States,Philadelphia,JW-15955,Joni Wasserman,US-2015-164238,
2017,Furniture,Bookcases,East,United States,Philadelphia,JW-15955,Joni Wasserman,US-2015-164238,
2014,Furniture,Bookcases,East,United States,Philadelphia,RL-19615,Rob Lucas,US-2017-169551,
2015,Furniture,Bookcases,East,United States,Philadelphia,RL-19615,Rob Lucas,US-2017-169551,
2016,Furniture,Bookcases,East,United States,Philadelphia,RL-19615,Rob Lucas,US-2017-169551,
2017,Furniture,Bookcases,East,United States,Philadelphia,RL-19615,Rob Lucas,US-2017-169551,0.5
2014,Furniture,Bookcases,East,United States,Philadelphia,SV-20365,Seth Vernon,CA-2017-159793,
2015,Furniture,Bookcases,East,United States,Philadelphia,SV-20365,Seth Vernon,CA-2017-159793,
2016,Furniture,Bookcases,East,United States,Philadelphia,SV-20365,Seth Vernon,CA-2017-159793,
2017,Furniture,Bookcases,East,United States,Philadelphia,SV-20365,Seth Vernon,CA-2017-159793,0.5
2014,Furniture,Bookcases,East,United States,Philadelphia,TB-21520,Tracy Blumstein,US-2015-150630,
2015,Furniture,Bookcases,East,United States,Philadelphia,TB-21520,Tracy Blumstein,US-2015-150630,0.5
2016,Furniture,Bookcases,East,United States,Philadelphia,TB-21520,Tracy Blumstein,US-2015-150630,
2017,Furniture,Bookcases,East,United States,Philadelphia,TB-21520,Tracy Blumstein,US-2015-150630,
2014,Furniture,Bookcases,East,United States,Philadelphia,VT-21700,Valerie Takahito,CA-2015-167010,
2015,Furniture,Bookcases,East,United States,Philadelphia,VT-21700,Valerie Takahito,CA-2015-167010,0.5
2016,Furniture,Bookcases,East,United States,Philadelphia,VT-21700,Valerie Takahito,CA-2015-167010,
2017,Furniture,Bookcases,East,United States,Philadelphia,VT-21700,Valerie Takahito,CA-2015-167010,
2014,Furniture,Bookcases,East,United States,Providence,JG-15310,Jason Gross,CA-2017-119578,
2015,Furniture,Bookcases,East,United States,Providence,JG-15310,Jason Gross,CA-2017-119578,
2016,Furniture,Bookcases,East,United States,Providence,JG-15310,Jason Gross,CA-2017-119578,
2017,Furniture,Bookcases,East,United States,Providence,JG-15310,Jason Gross,CA-2017-119578,0
2014,Furniture,Bookcases,East,United States,Providence,KM-16375,Katherine Murray,CA-2014-133592,0
2015,Furniture,Bookcases,East,United States,Providence,KM-16375,Katherine Murray,CA-2014-133592,
2016,Furniture,Bookcases,East,United States,Providence,KM-16375,Katherine Murray,CA-2014-133592,
2017,Furniture,Bookcases,East,United States,Providence,KM-16375,Katherine Murray,CA-2014-133592,
2014,Furniture,Bookcases,East,United States,Reading,TS-21430,Tom Stivers,CA-2014-155796,0.5
2015,Furniture,Bookcases,East,United States,Reading,TS-21430,Tom Stivers,CA-2014-155796,
2016,Furniture,Bookcases,East,United States,Reading,TS-21430,Tom Stivers,CA-2014-155796,
2017,Furniture,Bookcases,East,United States,Reading,TS-21430,Tom Stivers,CA-2014-155796,
2014,Furniture,Bookcases,East,United States,Revere,EH-13765,Edward Hooks,US-2015-147242,
2015,Furniture,Bookcases,East,United States,Revere,EH-13765,Edward Hooks,US-2015-147242,0
2016,Furniture,Bookcases,East,United States,Revere,EH-13765,Edward Hooks,US-2015-147242,
2017,Furniture,Bookcases,East,United States,Revere,EH-13765,Edward Hooks,US-2015-147242,
2014,Furniture,Bookcases,East,United States,Springfield,TB-21595,Troy Blackwell,CA-2016-127236,
2015,Furniture,Bookcases,East,United States,Springfield,TB-21595,Troy Blackwell,CA-2016-127236,
2016,Furniture,Bookcases,East,United States,Springfield,TB-21595,Troy Blackwell,CA-2016-127236,0.5
2017,Furniture,Bookcases,East,United States,Springfield,TB-21595,Troy Blackwell,CA-2016-127236,
2014,Furniture,Bookcases,East,United States,Troy,DW-13585,Dorothy Wardle,CA-2015-162950,
2015,Furniture,Bookcases,East,United States,Troy,DW-13585,Dorothy Wardle,CA-2015-162950,0.5
2016,Furniture,Bookcases,East,United States,Troy,DW-13585,Dorothy Wardle,CA-2015-162950,
2017,Furniture,Bookcases,East,United States,Troy,DW-13585,Dorothy Wardle,CA-2015-162950,
2014,Furniture,Bookcases,East,United States,Watertown,PC-18745,Pamela Coakley,CA-2014-150245,0.2
2015,Furniture,Bookcases,East,United States,Watertown,PC-18745,Pamela Coakley,CA-2014-150245,
2016,Furniture,Bookcases,East,United States,Watertown,PC-18745,Pamela Coakley,CA-2014-150245,
2017,Furniture,Bookcases,East,United States,Watertown,PC-18745,Pamela Coakley,CA-2014-150245,
2014,Furniture,Bookcases,East,United States,Wilmington,GR-14560,Georgia Rosenberg,US-2014-123183,0
2015,Furniture,Bookcases,East,United States,Wilmington,GR-14560,Georgia Rosenberg,US-2014-123183,
2016,Furniture,Bookcases,East,United States,Wilmington,GR-14560,Georgia Rosenberg,US-2014-123183,
2017,Furniture,Bookcases,East,United States,Wilmington,GR-14560,Georgia Rosenberg,US-2014-123183,
2014,Furniture,Bookcases,East,United States,Wilmington,IL-15100,Ivan Liston,CA-2015-156482,
2015,Furniture,Bookcases,East,United States,Wilmington,IL-15100,Ivan Liston,CA-2015-156482,0
